Brand_Product_Size,COL Price,COL ppu,COL Specials,WOW Price,WOW ppu,WOW Specials
Crave Salmon Pate Wet Cat Food 75g,2.2,$2.93 per 100G,,2.2,$2.93 / 100G,
Crave Wet Dog Food Beef Pate 100g,1.9,$1.90 per 100G,,1.9,$1.90 / 100G,
Crave Wet Dog Food Beef Pate 400g,3.5,$0.88 per 100G,Specials,4.5,$1.13 / 100G,
Crave Wet Dog Food Chicken & Beef Pate 400g,3.5,$0.88 per 100G,Specials,4.5,$1.13 / 100G,
Crave Wet Dog Food Chicken Pate 100g,1.9,$1.90 per 100G,,1.9,$1.90 / 100G,
Crave Wet Dog Food Chicken Pate 400g,3.5,$0.88 per 100G,Specials,4.5,$1.13 / 100G,
Creative Gourmet Coconut Chunks 300g,5.65,$18.83 per 1Kg,,4.5,$15.00 / 1KG,Specials
Creative Gourmet Frozen Banana Chunks 500g,5.0,$10.00 per 1Kg,,4.5,$9.00 / 1KG,Specials
Crisco Canola Oil 2L,6.0,$0.30 per 100mL,Specials,6.0,$0.30 / 100ML,
Crisco Canola Oil 750mL,3.8,$0.51 per 100mL,,3.45,$0.46 / 100ML,Specials
Crisco Sunflower Oil 750mL,4.5,$0.60 per 100mL,,4.0,$0.53 / 100ML,Specials
Crisco Vegetable Blended Oil 2L,6.0,$0.30 per 100mL,Specials,6.0,$0.30 / 100ML,
Crisco Vegetable Blended Oil 750mL,3.8,$0.51 per 100mL,,3.45,$0.46 / 100ML,Specials
Crisp Starch Ironing Spray 385g,5.38,$1.40 per 100G,,5.5,$14.29 / 1KG,
Csr Brown Sugar 1kg,3.0,$0.30 per 100G,Specials,3.75,$0.38 / 100G,
Csr Brown Sugar 500g,2.15,$0.43 per 100G,,2.15,$0.43 / 100G,
Csr Brown Sugar Coffee Crystals 500g,2.75,$0.55 per 100G,Specials,3.45,$0.69 / 100G,
Csr Brown Sugar Dark 1kg,4.0,$0.40 per 100G,,3.15,$0.32 / 100G,Specials
Csr Caster Sugar 1kg,2.5,$0.25 per 100G,,2.0,$0.20 / 100G,Specials
Csr Caster Sugar 500g,1.7,$0.34 per 100G,,1.7,$0.34 / 100G,
Csr Caster Sugar Raw 750g,3.3,$0.44 per 100G,,3.3,$0.44 / 100G,
Csr Demerara Sugar 375g,3.0,$0.80 per 100G,Specials,3.0,$0.80 / 100G,
Csr Golden Syrup 850g,4.75,$0.56 per 100G,Specials,4.75,$0.56 / 100G,Specials
Csr Icing Sugar Pure 500g,1.85,$0.37 per 100G,,1.85,$0.37 / 100G,
Csr Icing Sugar Soft Mixture 1kg,3.5,$0.35 per 100G,,2.8,$0.28 / 100G,Specials
Csr Raw Sugar 1kg,2.3,$0.23 per 100G,,2.3,$0.23 / 100G,
Csr Raw Sugar 2kg,3.15,$0.16 per 100G,,2.5,$0.13 / 100G,Specials
Csr Raw Sugar 500g,1.2,$0.24 per 100G,Specials,1.3,$0.26 / 100G,Specials
Csr Raw Sugar Sticks 50 pack 150g,2.85,$1.90 per 100G,,2.85,$1.90 / 100G,
Csr White Sugar 1kg,1.75,$0.18 per 100G,,1.2,$0.12 / 100G,Specials
Csr White Sugar 2kg,2.4,$0.12 per 100G,,2.4,$0.12 / 100G,
Csr White Sugar 500g,1.55,$0.31 per 100G,,1.55,$0.31 / 100G,
Cuddly Fabric Softener Refill Sachet Classic Fresh 300mL,2.7,$9.00 per 1L,,2.69,$8.97 / 1L,
Culinare Magican Can Opener each,12.6,$12.60 per 1Ea,Specials,14.4,,Specials
Culinare Swivel Peeler each,3.5,$3.50 per 1ea,Specials,5.0,,
Curash Baby Wipes Fragrance Free 240 pack,8.8,$2.93 per 1Ea,Specials,8.8,$3.67 / 100EA,
Curash Baby Wipes Fragrance Free 80 pack,2.5,$2.50 per 1Ea,Specials,5.0,$6.25 / 100EA,
Curash Nappy Cream 100g,5.8,$5.80 per 100G,,5.8,$5.80 / 100G,
Curash Powder Anti Rash 100g,5.8,$5.80 per 100G,,5.8,$5.80 / 100G,
Curash Shampoo & Conditioner 2 In 1 400mL,7.0,$1.75 per 100mL,,5.5,$1.38 / 100ML,Specials
Curash Wash Baby Care Soap Free 400mL,7.0,$1.75 per 100mL,,5.5,$1.38 / 100ML,Specials
Curash Water Wipes 3x80 pack,15.0,$0.06 per 1Ea,,10.0,$4.17 / 100EA,Specials
Cutex Nail Polish Remover Nourishing 100mL,4.8,$0.48 per 10mL,,2.45,$0.25 / 10ML,Specials
Cutex Nail Polish Remover Strengthening 100mL,4.8,$0.48 per 10mL,,2.45,$0.25 / 10ML,Specials
D3 Strapping Tape Rigid 13.7m each,10.0,$10.00 per 1Ea,,10.0,$10.00 / 1EA,
Daawat Basmati Rice 5kg,23.4,$0.47 per 100G,,20.0,$0.40 / 100G,
Daily Juice Orange Juice Pulp Free 500mL,2.3,$4.60 per 1L,Specials,2.4,$4.80 / 1L,
Daily Juice Pulp Free Orange Juice 2L,5.0,$2.50 per 1L,,5.0,$2.50 / 1L,
Dairy Farmers Buttermilk 600mL,2.75,$4.58 per 1L,,2.75,$4.58 / 1L,
Dairy Farmers Full Cream Milk 1L,2.25,$2.25 per 1L,,2.25,$2.25 / 1L,
Dairy Farmers Light Sour Cream 250g,2.65,$1.06 per 100G,Specials,3.0,$1.20 / 100G,
Dairy Farmers Limited Edition 150g,2.2,$1.47 per 100G,,1.5,$1.00 / 100G,Specials
Dairy Farmers Pure Cream 600mL,4.5,$0.75 per 100mL,,4.5,$0.75 / 100ML,
Dairy Farmers Sour Cream 250g,2.65,$1.06 per 100G,Specials,3.0,$1.20 / 100G,
Dairy Farmers Thick & Creamy Blueberry Yoghurt 150g,2.2,$1.47 per 100G,,1.5,$1.00 / 100G,Specials
Dairy Farmers Thick & Creamy Caramelised Fig Yoghurt 150g,2.2,$1.47 per 100G,,1.5,$1.00 / 100G,Specials
Dairy Farmers Thick & Creamy Classic Vanilla Yoghurt 150g,2.2,$1.47 per 100G,,1.5,$1.00 / 100G,Specials
Dairy Farmers Thick & Creamy Classic Vanilla Yoghurt 600g,4.5,$0.75 per 100G,Specials,4.5,$0.75 / 100G,
Dairy Farmers Thick & Creamy Mango & Passionfruit Yoghurt 150g,2.2,$1.47 per 100G,,1.5,$1.00 / 100G,Specials
Dairy Farmers Thick & Creamy Mango & Passionfruit Yoghurt 600g,4.5,$0.75 per 100G,Specials,4.5,$0.75 / 100G,
Dairy Farmers Thick & Creamy Strawberry Yoghurt 150g,2.2,$1.47 per 100G,,1.5,$1.00 / 100G,Specials
Dairy Farmers Thick & Creamy Strawberry Yoghurt 600g,4.5,$0.75 per 100G,Specials,4.5,$0.75 / 100G,
Dairy Farmers Thick & Creamy Yellow Box Honey Yoghurt 150g,2.2,$1.47 per 100G,,1.5,$1.00 / 100G,Specials
Dairy Farmers Thick & Creamy Yoghurt Lemon Cream 600g,4.5,$0.75 per 100G,Specials,4.5,$0.75 / 100G,
Dairy Farmers Thickened Cream 300mL,3.0,$1.00 per 100mL,,3.0,$1.00 / 100ML,
Dairylea Cheese Pods 100g,3.0,$30.00 per 1Kg,Specials,4.0,$40.00 / 1KG,
Damprid Moisture Absorber Refill 1.19kg,8.5,$0.71 per 100G,,8.5,$0.71 / 100G,
Damprid Moisture Absorber Refillable 300g,6.6,$2.20 per 100G,,6.6,$2.20 / 100G,
Danone Ultimate Yoghurt Black Cherry 115g x4 pack,4.5,$0.98 per 100G,,3.5,$0.76 / 100G,Specials
Danone Ultimate Yoghurt Blueberry 115g x4 pack,4.5,$0.98 per 100G,,3.5,$0.76 / 100G,Specials
Danone Yopro Banana Yoghurt 160g,2.4,$1.50 per 100G,,2.4,$1.50 / 100G,
Danone Yopro Salted Caramel Flavoured Yoghurt 160g,2.4,$1.50 per 100G,,2.4,$1.50 / 100G,
Danone Yopro Strawberry Yoghurt 700g,6.0,$0.86 per 100G,Specials,6.0,$0.86 / 100G,
Danone Yopro Vanilla Yoghurt 700g,6.0,$0.86 per 100G,Specials,6.0,$0.86 / 100G,
Danone Yopro Yoghurt Blueberry 160g,2.4,$1.50 per 100G,,2.4,$1.50 / 100G,
Danone Yopro Yoghurt Mango 160g,2.4,$1.50 per 100G,,2.4,$1.50 / 100G,
Danone Yopro Yoghurt Passionfruit 160g,2.4,$1.50 per 100G,,2.4,$1.50 / 100G,
Danone Yopro Yoghurt Strawberry 160g,2.4,$1.50 per 100G,,2.4,$1.50 / 100G,
Danone Yopro Yoghurt Vanilla 160g,2.4,$1.50 per 100G,,2.4,$1.50 / 100G,
Dare Double Espresso Iced Coffee 750mL,4.1,$5.47 per 1L,,3.2,$4.27 / 1L,Specials
Dare Espresso Iced Coffee 750mL,4.1,$5.47 per 1L,,3.2,$4.27 / 1L,Specials
Dare Mocha Flavoured Milk 750mL,4.1,$5.47 per 1L,,3.2,$4.27 / 1L,Specials
Dare Mocha Iced Coffee 500mL,2.6,$5.20 per 1L,Specials,3.5,$7.00 / 1L,
Darikay Chicken & Corn Soup 550g,6.5,$1.18 per 100G,Specials,6.5,$1.18 / 100G,
Darikay Chicken Noodle Soup 550g,6.5,$1.18 per 100G,Specials,6.5,$1.18 / 100G,
Darikay Classic Pumpkin Soup 550g,6.5,$1.18 per 100G,Specials,6.5,$1.18 / 100G,
Darikay Hearty Chicken Soup 550g,6.5,$1.18 per 100G,Specials,6.5,$1.18 / 100G,
Darikay Lentil Soup 550g,6.5,$1.18 per 100G,Specials,6.5,$1.18 / 100G,
Darrell Lea Allsorts Liquorice 270g,4.4,$1.63 per 100G,Specials,3.5,$1.30 / 100G,Specials
Darrell Lea Batch 37 Liquorice 260g,4.4,$1.69 per 100G,Specials,3.5,$1.35 / 100G,Specials
Darrell Lea Bear Hug Milk Chocolate Block 160g,5.0,$3.13 per 100G,,5.0,$3.13 / 100G,
Darrell Lea Bullets White Chocolate Raspberry 200g,4.4,$2.20 per 100G,,3.5,$1.75 / 100G,Specials
Darrell Lea Caramel Craving Block 180g,3.0,$1.67 per 100G,Specials,5.0,$2.78 / 100G,
Darrell Lea Chocolate Liquorice Balls 160g,4.4,$3.14 per 100G,,3.5,$2.19 / 100G,Specials
Darrell Lea Chocolate Raspberry Balls 160g,4.4,$3.14 per 100G,,3.5,$2.19 / 100G,Specials
Darrell Lea Dark Chocolate Block 170g,3.0,$1.76 per 100G,Specials,5.0,$2.94 / 100G,
Darrell Lea Dark Chocolate Liquorice Bullets 250g,4.4,$1.76 per 100G,,3.5,$1.40 / 100G,Specials
Darrell Lea Dark Liquorice Block 180g,3.0,$1.67 per 100G,Specials,5.0,$2.78 / 100G,
Darrell Lea Fairy Block Milk Chocolate Block 160g,3.0,$1.88 per 100G,Specials,2.5,$1.56 / 100G,Specials
Darrell Lea Liquorice Twists 280g,4.4,$1.57 per 100G,Specials,3.5,$1.25 / 100G,Specials
Darrell Lea Milk Chocolate Liquorice Bullets 250g,4.4,$1.76 per 100G,,3.5,$1.40 / 100G,Specials
Darrell Lea Milk Chocolate Raspberry Bullets 250g,4.4,$1.76 per 100G,,3.5,$1.40 / 100G,Specials
Darrell Lea Rocklea Road Block 180g,3.0,$1.67 per 100G,Specials,5.0,$2.78 / 100G,
Darrell Lea Twists Dark Chocolate Liquorice 200g,4.4,$2.20 per 100G,Specials,3.5,$1.75 / 100G,Specials
Darrell Lea Twists Raspberry Liquorice 280g,4.4,$1.57 per 100G,Specials,3.5,$1.25 / 100G,Specials
David Beckham Classic Blue Deodorant Body Spray 150mL,8.0,$5.33 per 100mL,,8.0,$5.33 / 100ML,
David Beckham Instinct Deodorant Body Spray 150mL,8.0,$5.33 per 100mL,,8.0,$5.33 / 100ML,
David Beckham Instinct Sport Deodorant Body Spray 150mL,8.0,$5.33 per 100mL,,8.0,$5.33 / 100ML,
David Beckham Intimately Deodorant Body Spray 150mL,8.0,$5.33 per 100mL,,8.0,$5.33 / 100ML,
Decor Match-ups Oblong Container 1l each,5.5,$5.50 per 1ea,,6.0,,
Decor Match-ups Oblong Container 2l each,7.5,$7.50 per 1Ea,,8.0,,
Decor Microsafe Container Oblong 900mL,6.0,$6.00 per 1ea,,6.0,,
Decor Tellfresh Cupcake Storer Oblong each,10.0,$10.00 per 1Ea,,10.0,,
Deeko Dinner Plates Plastic 20 pack,5.0,$0.25 per 1Ea,,5.0,$0.25 / 1EA,
Deep Heat Extra  Strength Cream 100g,5.8,$5.80 per 100G,,5.8,$5.80 / 100G,
Deep Heat Original  Heat Rub 100g,7.0,$7.00 per 100G,,5.6,$5.60 / 100G,Specials
Dencorub Gels Extra Strength Heat 100g,6.0,$6.00 per 100G,,4.8,$4.80 / 100G,Specials
Depend Female Underwear Super Large 8 pack,17.0,$2.13 per 1Ea,,17.0,$2.13 / 1EA,
Depend Real Fit For Men Underwear Large 8 pack,13.0,$1.63 per 1Ea,,13.0,$1.63 / 1EA,
Depend Real Fit For Men Underwear Medium 8 pack,13.0,$1.63 per 1Ea,,13.0,$1.63 / 1EA,
Depend Real Fit For Women Underwear Large 8 pack,17.0,$2.13 per 1Ea,,12.0,$1.50 / 1EA,
Depend Real Fit For Women Underwear Medium 8 pack,12.0,$1.50 per 1Ea,,12.0,$1.50 / 1EA,
Dermaveen Extra Hydration Intensive Moisturising Lotion 500mL,13.6,$2.72 per 100mL,Specials,11.2,$2.24 / 100ML,Specials
Dermaveen Sensitive Relief Eczema Cream 100mL,8.8,$8.80 per 100mL,Specials,8.8,$8.80 / 100ML,Specials
Dermaveen Sensitive Relief Eczema Lotion 250mL,12.0,$4.80 per 100mL,Specials,12.0,$4.80 / 100ML,Specials
Dettol 2 In 1 Hands And Surfaces Antibacterial Wipes 15 pack,1.5,$1.50 per 1Ea,Specials,3.0,$0.20 / 1EA,
Dettol Antibacterial Disinfectant Liquid Solution 750mL,11.2,$1.49 per 100mL,,11.2,$1.49 / 100ML,
Dettol Antibacterial Disinfectant Surface Cleaning Wipes 120 pack,10.0,$8.33 per 100Ea,,10.0,$0.08 / 1EA,
Dettol Antibacterial Floor Cleaning Wipes Lemon And Lime 25 pack,9.0,$9.00 per 1Ea,,9.0,$0.36 / 1EA,
Dettol Antibacterial Liquid Hand Wash Pump Refresh 250mL,2.0,$0.80 per 100mL,,2.0,$0.80 / 100ML,
Dettol Biodegradable Disinfectant Cleaning Wipes Fresh 90 pack,10.0,$10.00 per 1Ea,,10.0,$11.11 / 100EA,
Dettol Biodegradable Multipurpose Cleaning Wipes Lemon 90 pack,10.0,$11.11 per 100Ea,,10.0,$11.11 / 100EA,
Dettol Citrus Fresh Bar Soap 3 pack,4.0,$1.33 per 1Ea,,4.4,$1.47 / 100G,
Dettol Healthy Clean Antibacterial Bathroom Cleaner Trigger Spray 500mL,4.5,$0.90 per 100mL,Specials,4.5,$0.90 / 100ML,
Dettol Kitchen Antibacterial Cleaning Wipes Citrus 25 pack,4.8,$4.80 per 1Ea,Specials,6.0,$0.24 / 1EA,
Dettol Parents Approved Citrus Shower Gel 950mL,9.5,$1.00 per 100mL,,9.5,$1.00 / 100ML,
Dettol Profresh Shower Gel Body Wash Lemon And Lime 950mL,6.8,$0.72 per 100mL,Specials,8.5,$0.89 / 100ML,
Dettol Sapoderm Hygienic Soap For Acne Oily Skin 375g,4.4,$1.17 per 100G,,4.4,$1.47 / 1EA,
Devondale 100% Pure Full Cream Long Life Milk 1L,1.45,$1.45 per 1L,,1.45,$1.45 / 1L,
Devondale Salted Butter 250g,4.0,$1.60 per 100G,Specials,4.0,$1.60 / 100G,
Devondale Skim Long Life Milk 1L,1.45,$1.45 per 1L,,1.45,$1.45 / 1L,
Devondale Sparkling Juice Apple 750mL,3.0,$4.00 per 1L,,2.5,$3.33 / 1L,Specials
Devondale Unsalted Butter 250g,4.0,$1.60 per 100G,Specials,4.0,$1.60 / 100G,
Diet Rite Cordial Apple Raspberry 1L,3.0,$3.00 per 1L,,3.0,$3.00 / 1L,
Diet Rite Cordial Fruit Cocktail 1L,3.0,$3.00 per 1L,,3.0,$3.00 / 1L,
Diet Rite Cordial Lime 1L,3.0,$3.00 per 1L,,3.0,$3.00 / 1L,
Diet Rite Lite Salt 170g,2.75,$0.16 per 10G,,2.75,$0.16 / 10G,
Difflam Forte Throat Spray 15mL,12.8,$85.34 per 100mL,Specials,16.0,$106.67 / 100ML,
Difflam Plus Sore Throat Lozenges + Anaesthetic Blackcurrant 16 pack,10.0,$0.63 per 1Ea,,8.0,$0.50 / 1EA,Specials
Difflam Sore Throat Spray 30mL,15.0,$50.00 per 100mL,,15.0,$50.00 / 100ML,
Dilmah Earl Grey Tea Bags 50 pack,6.0,$6.00 per 100G,,5.0,$0.10 / 1EA,Specials
Dine Creamy Treats Chicken Flavour Cat Treat 4 pack,3.0,$6.25 per 100G,,2.1,$4.38 / 100G,Specials
Dine Creamy Treats Tuna & Salmon Flavour Cat Treat 4 pack,3.0,$6.25 per 100G,,2.1,$4.38 / 100G,Specials
Dine Desire Pure Tuna Whitemeat Grain Free Wet Cat Food Can 85g,1.9,$2.24 per 100G,Specials,1.3,$1.53 / 100G,Specials
Dine Finest Serve Mixed Selection In Gravy Mini Pouch 6 pack,4.8,$1.60 per 100G,,3.35,$1.12 / 100G,Specials
Dine Melting Soup Tuna & Chicken Wet Cat Food Treat 40g,1.05,$2.63 per 100G,,0.7,$1.75 / 100G,Specials
Dine Melting Soup Tuna & Salmon Wet Cat Food Treat 40g,1.05,$2.63 per 100G,,0.7,$1.75 / 100G,Specials
Dine Saucy Morsels Wet Cat Food Ocean Fish Tray 7 pack,7.5,$1.26 per 100G,,5.2,$0.87 / 100G,Specials
Dine Saucy Morsels With Salmon Wet Cat Food Tray 85g,1.15,$1.35 per 100G,,0.8,$0.94 / 100G,Specials
Dine Saucy Morsels With Tuna Mornay & Cheese Wet Cat Food Tray 85g,1.15,$1.35 per 100G,,0.8,$0.94 / 100G,Specials
Dine Slices With Succulent Chicken Wet Cat Food Tray 85g,1.15,$1.35 per 100G,,0.8,$0.94 / 100G,Specials
Dine Wet Cat Food Cuts In Gravy With Beef & Liver Tray 7 pack,7.5,$1.26 per 100G,,5.2,$0.87 / 100G,Specials
Dine Wet Cat Food Cuts In Gravy With Lamb Tray 85g,1.15,$1.35 per 100G,,0.8,$0.94 / 100G,Specials
Dine Wet Cat Food Slices With Succulent Chicken Tray 7 pack,7.5,$1.26 per 100G,,5.2,$0.87 / 100G,Specials
Dishmatic General Purpose Refill 3 pack,5.0,$1.67 per 1Ea,Specials,6.0,$2.00 / 1EA,
Dishmatic Micro- Soft Refills 3 pack,6.0,$2.00 per 1Ea,,5.0,$1.67 / 1EA,Specials
Dodoni Fetta Cheese 200g,6.0,$30.00 per 1Kg,Specials,6.0,$30.00 / 1KG,
Dodoni Fetta Goats Cheese 200g,6.0,$30.00 per 1Kg,Specials,6.0,$30.00 / 1KG,
Dodoni Greek Feta Cheese 400g,12.0,$30.00 per 1Kg,Specials,12.0,$30.00 / 1KG,
Dole Tropical Fruit Chunks In Juice 400g,2.5,$6.25 per 1Kg,Specials,1.8,$4.50 / 1KG,Specials
Dollar Sweets 100s & 1000s 190g,2.0,$1.05 per 100G,,2.0,$1.05 / 100G,
Dollar Sweets Chocolate 100s & 1000s 130g,5.0,$3.85 per 100G,,5.0,$3.85 / 100G,
Dollar Sweets Peppermints Extra Strong 150g bag,2.25,$1.50 per 100G,,2.25,$1.50 / 100G,
Dolmio Creamy Carbonara Pasta Sauce 490g,1.64,$0.33 per 100G,Specials,2.9,$0.59 / 100G,Specials
Dolmio Express Pasta Sauce Tomato & Mozzarella Pouch 170g,2.0,$1.18 per 100G,Specials,2.9,$1.71 / 100G,
"Dolmio Express Pasta Sauce Tomato, Onion & Roast Garlic Pouch 170g",2.0,$1.18 per 100G,Specials,2.9,$1.71 / 100G,
Dolmio Extra Bolognese Tomato Pasta Sauce 500g,1.64,$0.33 per 100G,Specials,2.9,$0.58 / 100G,Specials
Dolmio Extra Garden Vegetables Tomato Pasta Sauce 500g,1.64,$0.33 per 100G,Specials,2.9,$0.58 / 100G,Specials
Dolmio Extra Italian Herbs Tomato Pasta Sauce 500g,1.64,$0.33 per 100G,Specials,2.9,$0.58 / 100G,Specials
Dolmio Extra Red Wine & Italian Herbs Tomato Pasta Sauce 500g,1.64,$0.33 per 100G,Specials,2.9,$0.58 / 100G,Specials
Dolmio Extra Spicy Peppers Tomato Pasta Sauce 500g,1.64,$0.33 per 100G,Specials,2.9,$0.58 / 100G,Specials
Dolmio Extra Tomato Onion & Roast Garlic Pasta Sauce 500g,1.64,$0.33 per 100G,Specials,2.9,$0.58 / 100G,Specials
"Dolmio Extra Tomato, Onion & Garlic Salt Reduced Pasta Sauce 500g",1.64,$0.33 per 100G,Specials,2.9,$0.58 / 100G,Specials
Dolmio Lasagne Bechamel Sauce 490g,3.0,$0.61 per 100G,Specials,3.0,$0.61 / 100G,
Dolmio Pasta Bake Creamy Tomato & Mozzarella 495g,3.0,$0.61 per 100G,Specials,3.0,$0.61 / 100G,
Dolmio Three Cheese Pasta Bake Sauce 490g,3.0,$0.61 per 100G,Specials,3.0,$0.61 / 100G,
Dolmio Tuna Bake Pasta Bake Sauce 495g,3.0,$0.61 per 100G,Specials,3.0,$0.61 / 100G,
Domestos Disinfectant Bleach Mountain Fresh 1.25L,5.5,$0.44 per 100mL,Specials,5.5,$4.40 / 1L,
Domestos Disinfectant Bleach Regular 1.25L,5.5,$0.44 per 100mL,Specials,5.5,$4.40 / 1L,
Don Ham Leg Double Smoked Shaved 250g,3.2,$12.80 per 1Kg,Specials,6.4,$25.60 / 1KG,
Don Salami Hungarian Mild 180g,3.2,$17.78 per 1Kg,Specials,6.4,$35.56 / 1KG,
Donna Hay Molten Chocolate Chunk Brownie 660g,5.95,$0.90 per 100G,Specials,7.0,$1.06 / 100G,
Donna Hay Spelt Flour Pancakes With Real Vanilla Beans 285g,5.05,$1.77 per 100G,Specials,5.95,$2.09 / 100G,
Doritos Corn Chips Cheese Supreme 60g,2.1,$3.50 per 100G,Specials,2.1,$3.50 / 100G,
Doritos Corn Chips Cheese Supreme Flaming Hot 150g,1.75,$1.17 per 100G,Specials,2.75,$1.83 / 100G,Specials
Doritos Corn Chips Multipack Cheese Supreme 6 pack,3.14,$2.75 per 100G,Specials,3.15,$2.76 / 100G,
Doritos Corn Chips Nacho Cheese Share Pack 170g,1.75,$1.03 per 100G,Specials,2.75,$1.62 / 100G,Specials
Doritos Hot Salsa 300g,2.5,$0.83 per 100G,,2.5,$0.83 / 100G,
Doritos Medium Salsa 300g,2.5,$0.83 per 100G,,2.5,$0.83 / 100G,
Doritos Salsa Dip Mild 300g,2.5,$0.83 per 100G,,2.5,$0.83 / 100G,
Dorset Berry Granola 450g,3.5,$0.78 per 100G,Specials,7.0,$1.56 / 100G,
Dorset Nut Granola 450g,3.5,$0.78 per 100G,Specials,7.0,$1.56 / 100G,
Double D Butter Candy Sugar Free 90g bag,2.6,$2.89 per 100G,,2.0,$2.22 / 100G,Specials
Double D Fruit Jellies Sugar Free 90g bag,2.6,$2.89 per 100G,,2.0,$2.22 / 100G,Specials
Double Phoenix Bean Vermicelli Noodles 200g,1.4,$0.70 per 100G,,1.4,$0.70 / 100G,
Dove Conditioner Daily Care 640mL,11.9,$1.86 per 100mL,,8.4,$1.31 / 100ML,Specials
Dove Go Fresh Body Wash Fresh Touch 1L,13.7,$1.37 per 100mL,,6.85,$0.69 / 100ML,Specials
Dove Men + Care Invisible Fresh Antiperspirant 254mL,7.0,$2.76 per 100mL,,3.5,$1.38 / 100ML,Specials
Dove Men Antiperspirant Aerosol Deodorant Clean Comfort 254mL,7.0,$2.80 per 100mL,,3.5,$1.38 / 100ML,Specials
Dove Men Hair Shampoo Fresh Clean 2 In 1 300mL,6.5,$2.17 per 100mL,,3.25,$1.08 / 100ML,Specials
Dove Men Shampoo 2in1 Daily Deep Clean 300mL,6.5,$2.17 per 100mL,,3.25,$1.08 / 100ML,Specials
Dove Nutritive Solutions Conditioner Intensive Repair 320mL,6.9,$2.16 per 100mL,,4.9,$1.53 / 100ML,Specials
Dove Nutritive Solutions Daily Moisture Shampoo 640mL,11.9,$1.86 per 100mL,,8.4,$1.31 / 100ML,Specials
Dove Restoring Care Body Wash 500mL,8.0,$1.60 per 100mL,,4.0,$0.80 / 100ML,Specials
Dove Shampoo Daily Care 640mL,11.9,$1.86 per 100mL,,8.4,$1.31 / 100ML,Specials
Dove Summer Glow Body Lotion Medium To Dark Skin 250mL,8.0,$3.20 per 100mL,,8.0,$3.20 / 100ML,
Dove Triple Moisturising Body Wash 500mL,8.0,$1.60 per 100mL,,4.0,$0.80 / 100ML,Specials
Dove Women Antiperspirant Aerosol Deodorant Go Fresh Pomegranate 250mL,7.0,$2.80 per 100mL,,3.5,$1.40 / 100ML,Specials
Dove Women Antiperspirant Roll On Deodorant Invisible Dry 50mL,3.9,$7.80 per 100mL,,3.9,$7.80 / 100ML,
Dr Beckmann Colour Safe Colour Run Remover 2 pack,6.0,$3.00 per 1Ea,,6.0,$46.15 / 1L,
Dr Beckmann Glowhite Ultra 2x40g,7.0,$8.75 per 100G,,6.95,$8.69 / 100G,
Dr Beckmann Service It Washing Machine Cleaner 250mL,5.0,$20.00 per 1L,,5.0,$20.00 / 1L,
Dr. Oetker Papa Giuseppis Rising Stuffed Crust Pepperoni Pizza 470g,6.0,$1.28 per 100G,Specials,8.0,$1.70 / 100G,
Dr. Oetker Papa Giuseppis Rising Stuffed Crust Supreme Pizza 525g,6.0,$1.14 per 100G,Specials,8.0,$1.52 / 100G,
Dr. Oetker Ristorante Mozzarella Gluten Free 370g,9.5,$2.57 per 100G,,9.5,$2.57 / 100G,
Dr. Oetker Ristorante Pizza Hawaiian 355g,7.9,$2.23 per 100G,,6.8,$1.92 / 100G,Specials
Dr. Oetker Ristorante Pizza Mozzarella 335g,7.9,$2.36 per 100G,,6.8,$2.03 / 100G,Specials
Dr. Oetker Ristorante Pizza Peperoni 310g,7.9,$2.55 per 100G,,6.8,$2.19 / 100G,Specials
Duck Deep Action Gel Citrus 750mL,2.5,$0.33 per 100mL,Specials,5.0,$0.67 / 100ML,
Duck Deep Action Gel Pine 750mL,2.5,$0.33 per 100mL,Specials,5.0,$0.67 / 100ML,
Duck Toilet Fresh Disc Citrus 36mL,6.0,$16.67 per 100mL,,6.0,$16.67 / 100ML,
Dulcolax Constipation Relief 5mg Tablets 80 pack,12.0,$0.15 per 1Ea,,11.95,$14.94 / 100EA,
Durex Fetherlite Ultra Thin Feel Condoms 30 pack,15.0,$0.50 per 1Ea,Specials,15.0,$0.50 / 1EA,
Durex K-y Jelly Personal Lubricant 100g,10.0,$10.00 per 100G,,9.0,$9.00 / 100G,Specials
Durex Pleasure Me Condoms 10 pack,6.5,$0.65 per 1Ea,,5.5,$0.55 / 1EA,Specials
Durex Pleasure Me Condoms 30 pack,15.0,$0.50 per 1Ea,Specials,15.0,$0.50 / 1EA,
Durex Regular Condoms Original 30 pack,15.0,$0.50 per 1Ea,Specials,15.0,$0.50 / 1EA,
Dynamo Professional Odour Elminating Laundry Liquid 1.8L,20.0,$11.11 per 1L,,20.0,$11.11 / 1L,
Earth Choice Dishwashing Liquid 1L,2.0,$0.20 per 100mL,,2.0,$0.20 / 100ML,
Earth Choice Dishwashing Liquid Green Tea & Lime 500mL,3.0,$0.60 per 100mL,,3.0,$0.60 / 100ML,
Earth Choice Fabric Softener 1L,2.0,$2.00 per 1L,,2.0,$2.00 / 1L,
Earth Choice Floor Cleaner Wooden Surface 750mL,4.8,$0.64 per 100mL,,3.8,$0.51 / 100ML,Specials
Earth Choice Floor Surface Cleaner 1L,3.0,$0.30 per 100mL,,3.0,$0.30 / 100ML,
Earth Choice Toilet Cleaner Liquid Aqua 750mL,3.2,$0.43 per 100mL,,3.2,$0.43 / 100ML,
